EAN,CODE,TITLE,PRICE,KSP1,KSP2,KSP3,KSP4,KSP5,KSP6,DESC_LONG,DESC_SHORT,COLOR,CATEGORIES
085871,3130630858713,PROTEGE DOCUMENTS 80 VUES POLYPRO BRILLANT NOIR EXACOMPTA,4.22,PROTEGES DOCUMENTS,POLYPRO LISSE BRILLANT,210X297,80 vues,,NOIR,,PROTEGES DOCUMENTS POLYPRO LISSE BRILLANT 210X297 80 vues  NOIR,NOIR,Stylo
085872,3130630858720,PROTEGE DOCUMENTS 80 VUES POLYPRO BRILLANT BLEU EXACOMPTA,4.22,PROTEGES DOCUMENTS,POLYPRO LISSE BRILLANT,210X297,80 vues,,BLEU TURQUOISE,,PROTEGES DOCUMENTS POLYPRO LISSE BRILLANT 210X297 80 vues  BLEU TURQUOISE,BLEU TURQUOISE,Stylo
085873,3130630858737,PROTEGE DOCUMENTS 80 VUES POLYPRO BRILLANT VERT EXACOMPTA,4.22,PROTEGES DOCUMENTS,POLYPRO LISSE BRILLANT,210X297,80 vues,,VERT ANIS,,PROTEGES DOCUMENTS POLYPRO LISSE BRILLANT 210X297 80 vues  VERT ANIS,VERT ANIS,Stylo
085875,3130630858751,PROTEGE DOCUMENTS 80 VUES POLYPRO BRILLANT ROUGE EXACOMPTA,4.22,PROTEGES DOCUMENTS,POLYPRO LISSE BRILLANT,210X297,80 vues,,ROUGE,,PROTEGES DOCUMENTS POLYPRO LISSE BRILLANT 210X297 80 vues  ROUGE,ROUGE,Stylo
085876,3130630858768,PROTEGE DOCUMENTS 80 VUES POLYPRO BRILLANT VIOLET EXACOMPTA,4.22,PROTEGES DOCUMENTS,POLYPRO LISSE BRILLANT,210X297,80 vues,,VIOLET,,PROTEGES DOCUMENTS POLYPRO LISSE BRILLANT 210X297 80 vues  VIOLET,VIOLET,Stylo
085971,3130630859710,PROTEGE DOCUMENTS 200 VUES POLYPRO BRILLANT NOIR EXACOMPTA,5.94,PROTEGES DOCUMENTS,POLYPRO LISSE BRILLANT,210X297,200 vues,,NOIR,,PROTEGES DOCUMENTS POLYPRO LISSE BRILLANT 210X297 200 vues  NOIR,NOIR,Stylo
085972,3130630859727,PROTEGE DOCUMENTS 200 VUES POLYPRO BRILLANT BLEU EXACOMPTA,5.94,PROTEGES DOCUMENTS,POLYPRO LISSE BRILLANT,210X297,200 vues,,BLEU TURQUOISE,,PROTEGES DOCUMENTS POLYPRO LISSE BRILLANT 210X297 200 vues  BLEU TURQUOISE,BLEU TURQUOISE,Stylo
085973,3130630859734,PROTEGE DOCUMENTS 200 VUES POLYPRO BRILLANT VERT EXACOMPTA,5.94,PROTEGES DOCUMENTS,POLYPRO LISSE BRILLANT,210X297,200 vues,,VERT ANIS,,PROTEGES DOCUMENTS POLYPRO LISSE BRILLANT 210X297 200 vues  VERT ANIS,VERT ANIS,Stylo
085975,3130630859758,PROTEGE DOCUMENTS 200 VUES POLYPRO BRILLANT ROUGE EXACOMPTA,5.94,PROTEGES DOCUMENTS,POLYPRO LISSE BRILLANT,210X297,200 vues,,ROUGE,,PROTEGES DOCUMENTS POLYPRO LISSE BRILLANT 210X297 200 vues  ROUGE,ROUGE,Stylo
085976,3130630859765,PROTEGE DOCUMENTS 200 VUES POLYPRO BRILLANT VIOLET EXACOMPTA,5.94,PROTEGES DOCUMENTS,POLYPRO LISSE BRILLANT,210X297,200 vues,,VIOLET,,PROTEGES DOCUMENTS POLYPRO LISSE BRILLANT 210X297 200 vues  VIOLET,VIOLET,Stylo
670205,3037926702050,6 INTERCALAIRES 210X297 CARTE LUSTREE COULEURS VIVES EXACOMPTA,1.04,INTERCALAIRES,CARTE LUSTREE,210X297,6 positions,,COULEURS VIVES ASSORTIES,,INTERCALAIRES CARTE LUSTREE 210X297 6 positions  COULEURS VIVES ASSORTIES,COULEURS VIVES ASSORTIES,Stylo
670212,3037926702128,12 INTERCALAIRES 210X297 CARTE LUSTREE COULEURS VIVES EXACOMPTA,1.88,INTERCALAIRES,CARTE LUSTREE,210X297,12 positions,,COULEURS VIVES ASSORTIES,,INTERCALAIRES CARTE LUSTREE 210X297 12 positions  COULEURS VIVES ASSORTIES,COULEURS VIVES ASSORTIES,Stylo
680210,3037926802101,6 INTERCALAIRES XL CARTE LUSTREE COULEURS VIVES EXACOMPTA,1.35,INTERCALAIRES EXTRA LARGES,CARTE LUSTREE,230X297,6 positions,,COULEURS VIVES ASSORTIES,,INTERCALAIRES EXTRA LARGES CARTE LUSTREE 230X297 6 positions  COULEURS VIVES ASSORTIES,COULEURS VIVES ASSORTIES,Stylo
680220,3037926802200,12 INTERCALAIRES XL CARTE LUSTREE COULEURS VIVES EXACOMPTA,2.45,INTERCALAIRES EXTRA LARGES,CARTE LUSTREE,230X297,12 positions,,COULEURS VIVES ASSORTIES,,INTERCALAIRES EXTRA LARGES CARTE LUSTREE 230X297 12 positions  COULEURS VIVES ASSORTIES,COULEURS VIVES ASSORTIES,Stylo
670306,3037926703064,6 INTERCALAIRES 210X297 POLYPRO OPAQUE COULEURS VIVES EXACOMPTA,2.03,INTERCALAIRES,POLYPROPYLENE OPAQUE,210X297,6 positions,,COULEURS VIVES ASSORTIES,,INTERCALAIRES POLYPROPYLENE OPAQUE 210X297 6 positions  COULEURS VIVES ASSORTIES,COULEURS VIVES ASSORTIES,Stylo
670312,3037926703125,12 INTERCALAIRES 210X297 POLYPRO OPAQUE COULEURS VIVES EXACOMPTA,3.28,INTERCALAIRES,POLYPROPYLENE OPAQUE,210X297,12 positions,,COULEURS VIVES ASSORTIES,,INTERCALAIRES POLYPROPYLENE OPAQUE 210X297 12 positions  COULEURS VIVES ASSORTIES,COULEURS VIVES ASSORTIES,Stylo
680306,3037926803061,6 INTERCALAIRES XL 210X297 POLYPRO OPAQUE COULEURS VIVES EXACOMPTA,2.24,INTERCALAIRES EXTRA LARGES,POLYPROPYLENE OPAQUE,230X297,6 positions,,COULEURS VIVES ASSORTIES,,INTERCALAIRES EXTRA LARGES POLYPROPYLENE OPAQUE 230X297 6 positions  COULEURS VIVES ASSORTIES,COULEURS VIVES ASSORTIES,Stylo
680312,3037926803122,12 INTERCALAIRES XL 210X297 POLYPRO OPAQUE COULEURS VIVES EXACOMPTA,3.44,INTERCALAIRES EXTRA LARGES,POLYPROPYLENE OPAQUE,230X297,12 positions,,COULEURS VIVES ASSORTIES,,INTERCALAIRES EXTRA LARGES POLYPROPYLENE OPAQUE 230X297 12 positions  COULEURS VIVES ASSORTIES,COULEURS VIVES ASSORTIES,Stylo
096155,3329680961553,POCHETTE DESSIN BLANC 210X297 12 FEUILLES 180G CLAIREFONTAINE,2.55,POCHETTES DESSIN BLANC,,210X297,12 feuilles,Réglure UNI,BLANC,,POCHETTES DESSIN BLANC  210X297 12 feuilles Réglure UNI BLANC,BLANC,Stylo
096175,3329680961751,POCHETTE DESSIN BLANC 240X320 12 FEUILLES 180G CLAIREFONTAINE,2.55,POCHETTES DESSIN BLANC,,240X320,12 feuilles,Réglure UNI,BLANC,,POCHETTES DESSIN BLANC  240X320 12 feuilles Réglure UNI BLANC,BLANC,Stylo
096770,3329680967708,POCHETTE DESSIN COUL. VIVES 240X320 12 FEUILLES 160G CLAIREFONTAINE,4.55,POCHETTES DESSIN COULEURS,,240X320,12 feuilles,Réglure UNI,COULEURS VIVES,,POCHETTES DESSIN COULEURS  240X320 12 feuilles Réglure UNI COULEURS VIVES,COULEURS VIVES,Stylo
096554,3329680965544,POCHETTE DESSIN MILLIMETRE 210X297 12 FEUILLES CLAIREFONTAINE,2.75,POCHETTES DESSIN MILLIMETRE,,210X297,12 feuilles,Réglure MILLIMETRE,BISTRE/BLEU,,POCHETTES DESSIN MILLIMETRE  210X297 12 feuilles Réglure MILLIMETRE BISTRE/BLEU,BISTRE/BLEU,Stylo
096852,3329680968521,POCHETTE DESSIN CALQUE 210X297 12 FEUILLES CLAIREFONTAINE,2.45,POCHETTES DESSIN CALQUE,,210X297,12 feuilles,Réglure UNI,,,POCHETTES DESSIN CALQUE  210X297 12 feuilles Réglure UNI ,,Stylo
033327,3037920333274,"ROULEAU COUVRE LIVRES 0,4X4M TRANSPARENT INCOLORE EXACOMPTA",2.45,COUVRE LIVRES,CRISTAL,"0,4X4M",rouleau,,TRANSLUCIDE INCOLORE,,"COUVRE LIVRES CRISTAL 0,4X4M rouleau  TRANSLUCIDE INCOLORE",TRANSLUCIDE INCOLORE,Stylo
033507,3037920335070,"ROULEAU COUVRE LIVRES REPOSITIONNABLE 0,45X4M EXACOMPTA",4.22,COUVRE LIVRES,POLYPROPYLENE,"0,45X4M",rouleau,,TRANSLUCIDE INCOLORE,,"COUVRE LIVRES POLYPROPYLENE 0,45X4M rouleau  TRANSLUCIDE INCOLORE",TRANSLUCIDE INCOLORE,Stylo
050058,3037920500584,9 ETIQUETTES ADHESIVES CLAIREFONTAINE,0.99,ETIQUETTES ADHESIVES,,75X100,3 planches,,VISUELS ASSORTIS,,ETIQUETTES ADHESIVES  75X100 3 planches  VISUELS ASSORTIS,VISUELS ASSORTIS,Stylo
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
